Date/Time,Temp_C,Dew Point Temp_C,Rel Hum_%,Wind Speed_km/h,Visibility_km,Press_kPa,Weather,City
4/19/2012 19:00,18.0,4.1,40,15,48.3,100.69,Mainly Clear,Hyderabad
4/19/2012 20:00,16.6,4.5,45,17,25.0,100.73,Mainly Clear,Kolkata
4/19/2012 21:00,16.1,4.5,46,11,25.0,100.72,Clear,Pune
4/19/2012 22:00,13.9,4.8,54,13,25.0,100.73,Mainly Clear,Jaipur
4/19/2012 23:00,12.6,4.6,58,9,25.0,100.78,Mainly Clear,Jaipur
4/20/2012 0:00,12.5,2.5,50,19,25.0,100.88,Mainly Clear,Hyderabad
4/20/2012 1:00,10.9,1.8,53,19,25.0,100.91,Clear,Lucknow
4/20/2012 2:00,9.9,1.3,55,20,25.0,100.94,Mainly Clear,Ahmedabad
4/20/2012 3:00,9.1,1.5,59,15,25.0,101.0,Mainly Clear,Kolkata
4/20/2012 4:00,8.8,1.1,58,19,25.0,101.02,Mainly Clear,Delhi
4/20/2012 5:00,8.7,-0.6,52,22,25.0,101.04,Mostly Cloudy,Pune
4/20/2012 6:00,7.8,-0.4,56,28,24.1,101.11,Mostly Cloudy,Hyderabad
4/20/2012 7:00,6.9,0.3,63,22,24.1,101.17,Rain Showers,Delhi
4/20/2012 8:00,6.1,1.4,72,26,24.1,101.12,Cloudy,Lucknow
4/20/2012 9:00,6.3,1.4,71,19,48.3,101.13,Cloudy,Jaipur
4/20/2012 10:00,6.6,1.6,70,24,24.1,101.07,Rain,Kolkata
4/20/2012 11:00,6.9,1.0,66,20,24.1,101.06,Cloudy,Lucknow
4/20/2012 12:00,7.2,1.7,68,26,24.1,100.98,Rain Showers,Chennai
4/20/2012 13:00,7.5,2.0,68,24,24.1,100.91,Rain Showers,Hyderabad
4/20/2012 14:00,9.6,3.2,64,24,24.1,100.8,Cloudy,Pune
4/20/2012 15:00,9.5,3.0,64,24,24.1,100.7,Cloudy,Bangalore
4/20/2012 16:00,8.4,2.9,68,33,24.1,100.67,Cloudy,Bangalore
4/20/2012 17:00,7.8,2.6,70,26,24.1,100.59,Cloudy,Bangalore
4/20/2012 18:00,7.4,2.9,73,28,24.1,100.54,Cloudy,Delhi
4/20/2012 19:00,7.0,3.2,77,26,24.1,100.5,Cloudy,Lucknow
4/20/2012 20:00,6.9,3.5,79,24,25.0,100.46,Cloudy,Mumbai
4/20/2012 21:00,6.6,3.5,81,17,25.0,100.35,Cloudy,Ahmedabad
4/20/2012 22:00,6.5,3.4,81,17,25.0,100.32,Cloudy,Lucknow
4/20/2012 23:00,6.6,3.5,81,20,25.0,100.27,Cloudy,Chennai
4/21/2012 0:00,6.3,3.7,83,19,25.0,100.18,Cloudy,Pune
4/21/2012 1:00,6.4,4.0,85,15,25.0,100.13,Cloudy,Kolkata
4/21/2012 2:00,5.7,3.5,86,19,25.0,100.21,Cloudy,Jaipur
4/21/2012 3:00,5.5,3.3,86,20,25.0,100.21,Cloudy,Jaipur
4/21/2012 4:00,5.7,3.4,85,13,25.0,100.2,Cloudy,Jaipur
4/21/2012 5:00,6.0,3.5,84,7,25.0,100.32,Cloudy,Kolkata
4/21/2012 6:00,6.2,3.4,82,15,25.0,100.36,Cloudy,Delhi
4/21/2012 7:00,6.4,3.3,81,17,25.0,100.38,Rain Showers,Ahmedabad
4/21/2012 8:00,6.2,3.3,82,17,24.1,100.42,Cloudy,Kolkata
4/21/2012 9:00,5.5,3.4,86,19,24.1,100.49,Rain Showers,Hyderabad
4/21/2012 10:00,5.5,3.3,86,17,9.7,100.53,"Rain,Fog",Kolkata
4/21/2012 11:00,5.6,3.5,86,11,12.9,100.59,Rain,Lucknow
4/21/2012 12:00,5.5,3.3,86,15,9.7,100.61,"Rain,Fog",Bangalore
4/21/2012 13:00,6.1,3.7,85,19,24.1,100.65,Rain,Chennai
4/21/2012 14:00,6.1,3.9,86,19,16.1,100.69,Rain,Pune
4/21/2012 15:00,5.7,3.3,85,17,16.1,100.73,Rain,Delhi
4/21/2012 16:00,5.3,2.5,82,19,16.1,100.8,Rain,Pune
4/21/2012 17:00,4.8,2.6,86,17,16.1,100.84,Rain,Mumbai
4/21/2012 18:00,3.8,1.6,86,24,16.1,100.96,Rain,Kolkata
4/21/2012 19:00,3.4,1.0,84,20,19.3,100.96,Rain,Lucknow
4/21/2012 20:00,2.6,0.5,86,24,16.1,101.06,Rain,Kolkata
4/21/2012 21:00,2.6,0.3,85,26,25.0,101.06,Rain,Chennai
4/21/2012 22:00,1.9,-0.2,86,19,19.3,101.04,Rain,Ahmedabad
4/21/2012 23:00,1.6,-0.3,87,13,25.0,101.08,Rain,Jaipur
4/22/2012 0:00,1.5,-0.6,86,24,25.0,101.04,Rain,Pune
4/22/2012 1:00,1.4,-0.5,87,17,25.0,101.06,"Rain,Snow",Jaipur
4/22/2012 2:00,0.6,-1.0,89,13,9.7,101.07,"Rain,Snow",Jaipur
4/22/2012 3:00,0.8,-0.8,89,15,25.0,101.05,"Rain,Snow",Pune
4/22/2012 4:00,1.2,-0.3,90,11,25.0,101.05,Rain,Chennai
4/22/2012 5:00,1.8,-0.3,86,19,25.0,101.06,Rain,Ahmedabad
4/22/2012 6:00,1.9,-0.3,85,19,24.1,101.1,Cloudy,Jaipur
4/22/2012 7:00,2.4,-0.5,81,20,24.1,101.17,Cloudy,Lucknow
4/22/2012 8:00,2.8,-1.1,75,20,24.1,101.24,Cloudy,Kolkata
4/22/2012 9:00,3.3,-1.0,73,28,24.1,101.27,Cloudy,Bangalore
4/22/2012 10:00,4.0,-0.3,74,22,48.3,101.3,Cloudy,Chennai
4/22/2012 11:00,4.6,-0.2,71,22,48.3,101.24,Cloudy,Delhi
4/22/2012 12:00,5.0,-0.5,68,24,48.3,101.22,Cloudy,Jaipur
4/22/2012 13:00,5.2,-0.4,67,20,48.3,101.3,Cloudy,Lucknow
4/22/2012 14:00,5.9,-0.1,65,22,48.3,101.27,Cloudy,Chennai
4/22/2012 15:00,6.0,-0.6,63,28,48.3,101.2,Cloudy,Chennai
4/22/2012 16:00,6.4,0.0,64,22,48.3,101.2,Cloudy,Chennai
4/22/2012 17:00,6.3,-0.3,63,26,48.3,101.17,Cloudy,Lucknow
4/22/2012 18:00,6.5,0.0,63,24,48.3,101.13,Cloudy,Lucknow
4/22/2012 19:00,6.1,0.4,67,32,24.1,101.16,Cloudy,Chennai
4/22/2012 20:00,5.3,-0.6,66,32,25.0,101.19,Cloudy,Lucknow
4/22/2012 21:00,4.3,-1.0,68,35,25.0,101.07,Rain,Ahmedabad
4/22/2012 22:00,2.8,-1.1,75,32,25.0,101.05,Rain,Kolkata
4/22/2012 23:00,2.0,-0.7,82,41,19.3,100.89,Rain,Lucknow
4/23/2012 0:00,1.9,-0.8,82,46,19.3,100.73,Rain,Bangalore
4/23/2012 1:00,1.1,-1.1,85,44,11.3,100.59,"Rain,Snow",Hyderabad
4/23/2012 2:00,1.1,-1.1,85,44,25.0,100.32,"Rain,Snow",Kolkata
4/23/2012 3:00,1.7,-0.7,84,52,25.0,100.11,"Rain,Snow",Delhi
4/23/2012 4:00,2.0,-0.7,82,44,25.0,99.82,Rain,Chennai
4/23/2012 5:00,1.9,-0.2,86,46,8.0,99.74,Rain,Delhi
4/23/2012 6:00,2.1,-0.3,84,52,16.1,99.66,Rain,Chennai
4/23/2012 7:00,2.3,-0.4,82,48,24.1,99.52,Rain,Chennai
4/23/2012 8:00,2.8,0.3,84,48,19.3,99.4,Rain,Mumbai
4/23/2012 9:00,3.1,0.6,84,44,12.9,99.29,Rain,Mumbai
4/23/2012 10:00,3.7,1.1,83,46,24.1,99.23,Cloudy,Chennai
4/23/2012 11:00,4.1,1.7,84,48,19.3,99.15,Cloudy,Lucknow
4/23/2012 12:00,4.6,1.9,83,46,24.1,99.09,Cloudy,Pune
4/23/2012 13:00,5.0,2.4,83,41,24.1,99.06,Cloudy,Ahmedabad
4/23/2012 14:00,5.3,2.2,80,44,24.1,98.97,Cloudy,Lucknow
4/23/2012 15:00,5.7,2.4,79,43,24.1,98.9,Cloudy,Bangalore
4/23/2012 16:00,5.6,2.4,80,39,24.1,98.81,Cloudy,Kolkata
4/23/2012 17:00,5.9,2.9,81,35,24.1,98.8,Cloudy,Bangalore
4/23/2012 18:00,5.9,2.8,80,43,24.1,98.66,Cloudy,Delhi
4/23/2012 19:00,5.4,3.2,86,39,9.7,98.61,"Rain,Fog",Mumbai
4/23/2012 20:00,5.7,3.6,86,41,25.0,98.54,Cloudy,Pune
4/23/2012 21:00,5.6,3.5,86,37,25.0,98.51,Rain,Ahmedabad
4/23/2012 22:00,5.5,3.7,88,19,25.0,98.58,Cloudy,Ahmedabad
4/23/2012 23:00,5.6,3.9,89,9,25.0,98.64,Cloudy,Hyderabad
4/24/2012 0:00,5.7,4.2,90,13,25.0,98.6,Cloudy,Hyderabad
4/24/2012 1:00,6.7,5.1,90,7,16.1,98.56,Cloudy,Pune
4/24/2012 2:00,6.1,4.5,89,6,9.7,98.5,Fog,Hyderabad
4/24/2012 3:00,7.0,5.5,90,15,12.9,98.53,Cloudy,Mumbai
4/24/2012 4:00,7.5,4.2,80,19,25.0,98.51,Rain Showers,Hyderabad
4/24/2012 5:00,7.1,3.1,76,19,24.1,98.47,Cloudy,Ahmedabad
4/24/2012 6:00,6.8,3.4,79,19,19.3,98.51,Rain Showers,Chennai
4/24/2012 7:00,5.5,3.0,84,13,11.3,98.6,Rain Showers,Ahmedabad
4/24/2012 8:00,6.6,3.7,82,13,24.1,98.63,Rain Showers,Kolkata
4/24/2012 9:00,7.7,1.4,64,17,48.3,98.64,Mostly Cloudy,Chennai
4/24/2012 10:00,7.2,1.2,66,19,24.1,98.72,Rain Showers,Chennai
4/24/2012 11:00,8.8,1.2,59,26,24.1,98.78,Mostly Cloudy,Pune
4/24/2012 12:00,8.9,3.6,69,17,24.1,98.82,Mostly Cloudy,Pune
4/24/2012 13:00,8.0,1.2,62,24,24.1,98.9,Rain Showers,Pune
4/24/2012 14:00,8.0,0.5,59,28,24.1,99.01,Cloudy,Hyderabad
4/24/2012 15:00,8.4,1.9,64,19,48.3,99.08,Cloudy,Hyderabad
4/24/2012 16:00,8.1,-0.3,55,32,48.3,99.19,Cloudy,Lucknow
4/24/2012 17:00,8.0,0.4,59,28,48.3,99.26,Cloudy,Bangalore
4/24/2012 18:00,7.7,0.4,60,20,48.3,99.3,Mostly Cloudy,Kolkata
4/24/2012 19:00,7.1,0.1,61,19,24.1,99.37,Cloudy,Bangalore
4/24/2012 20:00,6.9,0.0,61,28,25.0,99.45,Cloudy,Chennai
4/24/2012 21:00,6.6,-0.2,62,20,25.0,99.54,Cloudy,Mumbai
4/24/2012 22:00,6.0,-0.9,61,24,25.0,99.56,Mostly Cloudy,Delhi
4/24/2012 23:00,5.4,-0.9,64,19,25.0,99.61,Mostly Cloudy,Lucknow
4/25/2012 0:00,4.9,-0.6,68,19,25.0,99.67,Mostly Cloudy,Lucknow
4/25/2012 1:00,5.5,-0.7,64,19,25.0,99.71,Mostly Cloudy,Mumbai
4/25/2012 2:00,4.5,-0.2,71,13,25.0,99.74,Mostly Cloudy,Lucknow
4/25/2012 3:00,4.4,-0.3,71,15,25.0,99.77,Mostly Cloudy,Chennai
4/25/2012 4:00,4.8,-0.3,70,15,25.0,99.8,Mostly Cloudy,Ahmedabad
4/25/2012 5:00,4.5,0.0,73,13,24.1,99.84,Mostly Cloudy,Chennai
4/25/2012 6:00,5.2,0.1,70,20,24.1,99.93,Rain Showers,Chennai
4/25/2012 7:00,5.5,0.6,71,19,19.3,100.01,Rain Showers,Bangalore
4/25/2012 8:00,4.9,1.5,79,19,24.1,100.08,Rain,Mumbai
4/25/2012 9:00,5.1,2.9,86,15,24.1,100.15,Rain,Mumbai
4/25/2012 10:00,6.1,2.9,80,9,24.1,100.22,Rain,Ahmedabad
4/25/2012 11:00,7.8,2.7,70,17,48.3,100.23,Mostly Cloudy,Chennai
4/25/2012 12:00,8.0,1.9,65,20,48.3,100.26,Mostly Cloudy,Pune
4/25/2012 13:00,8.7,0.1,55,20,48.3,100.29,Mostly Cloudy,Chennai
4/25/2012 14:00,9.8,1.7,57,19,24.1,100.31,Mostly Cloudy,Mumbai
4/25/2012 15:00,7.7,0.5,60,15,24.1,100.38,Rain Showers,Kolkata
4/25/2012 16:00,8.8,-1.5,48,17,24.1,100.41,Mostly Cloudy,Delhi
4/25/2012 17:00,8.8,-1.5,48,22,48.3,100.45,Mostly Cloudy,Pune
4/25/2012 18:00,8.0,-1.9,50,22,48.3,100.5,Mostly Cloudy,Hyderabad
4/25/2012 19:00,7.3,0.1,60,17,24.1,100.56,Mostly Cloudy,Hyderabad
4/25/2012 20:00,7.3,-0.2,59,17,25.0,100.61,Mostly Cloudy,Lucknow
4/25/2012 21:00,7.0,0.0,61,13,25.0,100.67,Mostly Cloudy,Ahmedabad
4/25/2012 22:00,6.2,0.2,65,9,25.0,100.69,Mostly Cloudy,Bangalore
4/25/2012 23:00,6.0,0.2,66,9,25.0,100.69,Cloudy,Lucknow
4/26/2012 0:00,5.8,0.9,71,7,25.0,100.68,Mostly Cloudy,Hyderabad
4/26/2012 1:00,4.9,0.2,72,9,25.0,100.67,Mainly Clear,Ahmedabad
4/26/2012 2:00,3.7,-0.5,74,7,25.0,100.67,Mainly Clear,Mumbai
4/26/2012 3:00,3.5,-0.6,74,11,25.0,100.66,Clear,Kolkata
4/26/2012 4:00,2.7,-1.5,74,7,25.0,100.66,Clear,Kolkata
4/26/2012 5:00,2.6,-1.3,75,9,24.1,100.69,Clear,Kolkata
4/26/2012 6:00,3.2,-0.6,76,4,48.3,100.71,Clear,Pune
4/26/2012 7:00,5.5,0.9,72,7,48.3,100.72,Mostly Cloudy,Chennai
4/26/2012 8:00,6.2,0.8,68,7,48.3,100.72,Cloudy,Jaipur
4/26/2012 9:00,6.9,-0.3,60,7,48.3,100.65,Cloudy,Lucknow
4/26/2012 10:00,8.8,0.3,55,11,48.3,100.6,Mostly Cloudy,Mumbai
4/26/2012 11:00,9.6,0.3,52,7,48.3,100.49,Cloudy,Delhi
4/26/2012 12:00,9.8,0.5,52,13,48.3,100.39,Cloudy,Chennai
4/26/2012 13:00,10.3,0.8,52,13,48.3,100.24,Cloudy,Ahmedabad
4/26/2012 14:00,11.0,-0.4,45,17,24.1,100.08,Cloudy,Mumbai
4/26/2012 15:00,11.2,-0.6,44,19,48.3,99.98,Cloudy,Ahmedabad
4/26/2012 16:00,11.4,-0.6,43,19,24.1,99.84,Cloudy,Delhi
4/26/2012 17:00,11.0,1.3,51,15,19.3,99.8,Rain,Bangalore
4/26/2012 18:00,8.6,5.4,80,19,19.3,99.72,Rain,Bangalore
4/26/2012 19:00,8.3,5.6,83,15,19.3,99.7,Rain,Lucknow
4/26/2012 20:00,8.1,5.8,85,7,25.0,99.69,Rain,Delhi
4/26/2012 21:00,8.0,6.2,88,9,9.7,99.67,"Rain,Fog",Kolkata
4/26/2012 22:00,7.6,5.8,88,6,9.7,99.61,"Drizzle,Fog",Ahmedabad
4/26/2012 23:00,6.9,5.3,90,13,9.7,99.59,"Rain,Fog",Jaipur
4/27/2012 0:00,5.8,4.1,89,22,9.7,99.67,"Rain,Fog",Delhi
4/27/2012 1:00,4.8,2.6,86,15,25.0,99.74,Rain,Jaipur
4/27/2012 2:00,4.7,2.8,87,15,25.0,99.79,Rain,Lucknow
4/27/2012 3:00,4.4,1.8,83,22,25.0,99.87,Mostly Cloudy,Ahmedabad
4/27/2012 4:00,4.2,1.0,80,24,25.0,99.94,Mostly Cloudy,Hyderabad
4/27/2012 5:00,3.3,-0.6,76,26,24.1,100.03,Rain Showers,Hyderabad
4/27/2012 6:00,2.5,-1.7,74,28,24.1,100.16,Mostly Cloudy,Jaipur
4/27/2012 7:00,1.8,-2.9,71,32,12.9,100.25,Snow,Lucknow
4/27/2012 8:00,2.3,-2.7,69,26,24.1,100.33,Snow,Mumbai
4/27/2012 9:00,2.7,-3.2,65,32,24.1,100.4,Snow,Lucknow
4/27/2012 10:00,3.7,-3.1,61,30,24.1,100.48,Snow,Jaipur
4/27/2012 11:00,3.0,-3.7,61,30,24.1,100.58,Cloudy,Lucknow
4/27/2012 12:00,2.7,-4.1,61,35,24.1,100.65,Snow,Hyderabad
4/27/2012 13:00,2.7,-5.0,57,37,24.1,100.76,Cloudy,Chennai
4/27/2012 14:00,1.9,-5.3,59,37,24.1,100.86,Cloudy,Jaipur
4/27/2012 15:00,2.5,-5.1,57,30,24.1,100.92,Cloudy,Ahmedabad
4/27/2012 16:00,2.1,-5.9,55,30,24.1,100.97,Cloudy,Lucknow
4/27/2012 17:00,1.7,-6.3,55,33,24.1,101.09,Cloudy,Bangalore
4/27/2012 18:00,1.0,-7.2,54,28,24.1,101.18,Cloudy,Ahmedabad
4/27/2012 19:00,0.7,-7.7,53,22,24.1,101.25,Cloudy,Bangalore
4/27/2012 20:00,0.5,-7.2,56,24,25.0,101.36,Cloudy,Pune
4/27/2012 21:00,0.2,-7.1,58,19,25.0,101.42,Cloudy,Bangalore
4/27/2012 22:00,0.2,-7.8,55,20,25.0,101.47,Cloudy,Jaipur
4/27/2012 23:00,0.3,-7.7,55,17,25.0,101.5,Cloudy,Chennai
4/28/2012 0:00,0.2,-7.4,57,17,25.0,101.52,Cloudy,Delhi
4/28/2012 1:00,-0.2,-8.2,55,19,25.0,101.51,Cloudy,Hyderabad
4/28/2012 2:00,-0.4,-8.1,56,22,25.0,101.5,Cloudy,Ahmedabad
4/28/2012 3:00,-0.8,-9.1,53,17,25.0,101.54,Cloudy,Ahmedabad
4/28/2012 4:00,-1.3,-9.8,52,24,25.0,101.6,Cloudy,Lucknow
4/28/2012 5:00,-1.5,-9.6,54,26,24.1,101.67,Cloudy,Mumbai
4/28/2012 6:00,-2.1,-10.7,52,22,48.3,101.74,Mainly Clear,Pune
4/28/2012 7:00,-1.3,-10.0,52,30,48.3,101.75,Mainly Clear,Hyderabad
4/28/2012 8:00,-0.4,-10.0,48,24,48.3,101.78,Mainly Clear,Ahmedabad
4/28/2012 9:00,0.6,-9.7,46,32,48.3,101.79,Mainly Clear,Ahmedabad
4/28/2012 10:00,2.0,-7.4,50,28,48.3,101.73,Mainly Clear,Kolkata
4/28/2012 11:00,3.9,-9.9,36,24,48.3,101.71,Mainly Clear,Delhi
4/28/2012 12:00,5.0,-9.7,34,30,48.3,101.68,Mainly Clear,Mumbai
4/28/2012 13:00,5.4,-11.1,29,32,48.3,101.62,Mainly Clear,Kolkata
4/28/2012 14:00,6.4,-10.7,28,24,48.3,101.57,Mainly Clear,Lucknow
4/28/2012 15:00,7.2,-10.5,27,35,48.3,101.5,Mainly Clear,Chennai
4/28/2012 16:00,7.4,-11.0,26,30,48.3,101.46,Mainly Clear,Hyderabad
4/28/2012 17:00,7.7,-11.2,25,28,48.3,101.45,Mainly Clear,Jaipur
4/28/2012 18:00,7.2,-11.3,25,24,48.3,101.43,Clear,Hyderabad
4/28/2012 19:00,6.1,-11.4,27,19,48.3,101.46,Clear,Kolkata
4/28/2012 20:00,4.1,-10.2,34,11,25.0,101.51,Mainly Clear,Chennai
4/28/2012 21:00,2.3,-9.7,41,11,25.0,101.55,Clear,Bangalore
4/28/2012 22:00,1.9,-9.9,41,9,25.0,101.56,Mostly Cloudy,Bangalore
4/28/2012 23:00,0.8,-9.1,47,6,25.0,101.55,Mostly Cloudy,Kolkata
4/29/2012 0:00,0.8,-8.8,49,7,25.0,101.52,Cloudy,Ahmedabad
4/29/2012 1:00,1.3,-8.7,47,11,25.0,101.49,Mainly Clear,Chennai
4/29/2012 2:00,1.3,-7.5,52,11,25.0,101.49,Mainly Clear,Bangalore
4/29/2012 3:00,0.8,-7.8,53,13,25.0,101.47,Mostly Cloudy,Hyderabad
4/29/2012 4:00,-0.1,-7.7,57,9,25.0,101.48,Mainly Clear,Jaipur
4/29/2012 5:00,0.9,-10.5,42,19,48.3,101.52,Mostly Cloudy,Bangalore
4/29/2012 6:00,1.2,-11.4,38,20,48.3,101.58,Mostly Cloudy,Delhi
4/29/2012 7:00,1.8,-11.9,35,26,48.3,101.64,Mostly Cloudy,Ahmedabad
4/29/2012 8:00,2.6,-11.7,34,19,48.3,101.65,Mostly Cloudy,Bangalore
4/29/2012 9:00,4.3,-11.7,30,19,48.3,101.64,Mainly Clear,Kolkata
4/29/2012 10:00,5.5,-11.4,28,26,48.3,101.67,Clear,Lucknow
4/29/2012 11:00,6.2,-11.6,27,24,48.3,101.62,Clear,Hyderabad
4/29/2012 12:00,7.4,-10.5,27,24,48.3,101.62,Clear,Mumbai
4/29/2012 13:00,8.4,-11.1,24,32,48.3,101.64,Clear,Mumbai
4/29/2012 14:00,8.7,-11.7,22,22,48.3,101.65,Clear,Jaipur
4/29/2012 15:00,9.0,-12.0,21,32,48.3,101.63,Clear,Jaipur
4/29/2012 16:00,9.2,-11.8,21,28,48.3,101.66,Mainly Clear,Delhi
4/29/2012 17:00,9.0,-11.5,22,30,48.3,101.72,Clear,Chennai
4/29/2012 18:00,8.1,-11.9,23,28,48.3,101.77,Clear,Pune
4/29/2012 19:00,6.9,-11.7,25,20,48.3,101.82,Clear,Delhi
4/29/2012 20:00,6.3,-11.4,27,15,25.0,101.93,Mainly Clear,Hyderabad
4/29/2012 21:00,5.4,-11.0,29,19,25.0,102.01,Mainly Clear,Hyderabad
4/29/2012 22:00,5.1,-10.7,31,15,25.0,102.05,Clear,Jaipur
4/29/2012 23:00,4.1,-10.3,34,13,25.0,102.09,Clear,Bangalore
4/30/2012 0:00,3.3,-10.3,36,9,25.0,102.06,Clear,Chennai
4/30/2012 1:00,2.2,-9.7,41,6,25.0,102.12,Clear,Kolkata
4/30/2012 2:00,3.2,-10.4,36,0,25.0,102.09,Clear,Mumbai
4/30/2012 3:00,2.4,-9.2,42,0,25.0,102.09,Clear,Pune
4/30/2012 4:00,0.7,-9.0,48,4,25.0,102.14,Clear,Delhi
4/30/2012 5:00,-0.7,-6.9,63,4,48.3,102.23,Mainly Clear,Mumbai
4/30/2012 6:00,3.0,-4.3,59,0,48.3,102.33,Mainly Clear,Hyderabad
4/30/2012 7:00,6.0,-7.3,38,0,48.3,102.37,Mainly Clear,Jaipur
4/30/2012 8:00,6.6,-6.3,39,11,48.3,102.41,Mostly Cloudy,Delhi
4/30/2012 9:00,7.2,-6.4,37,7,48.3,102.31,Mostly Cloudy,Kolkata
4/30/2012 10:00,7.6,-6.7,35,7,48.3,102.31,Mostly Cloudy,Bangalore
4/30/2012 11:00,9.3,-5.2,35,0,48.3,102.2,Mostly Cloudy,Chennai
4/30/2012 12:00,10.1,-3.2,39,6,48.3,102.15,Mostly Cloudy,Pune
4/30/2012 13:00,12.4,-4.3,31,11,48.3,102.01,Mostly Cloudy,Delhi
4/30/2012 14:00,12.4,-3.2,34,7,48.3,101.93,Mostly Cloudy,Lucknow
4/30/2012 15:00,12.5,-4.2,31,15,48.3,101.83,Mostly Cloudy,Lucknow
4/30/2012 16:00,12.9,-3.8,31,9,48.3,101.79,Mostly Cloudy,Jaipur
4/30/2012 17:00,12.7,-4.5,30,9,24.1,101.73,Cloudy,Delhi
4/30/2012 18:00,12.5,-4.0,31,13,25.0,101.68,Cloudy,Kolkata
4/30/2012 19:00,12.2,-3.6,33,11,25.0,101.6,Cloudy,Mumbai
4/30/2012 20:00,12.1,-2.9,35,11,25.0,101.53,Cloudy,Lucknow
4/30/2012 21:00,12.2,-3.7,33,13,25.0,101.49,Cloudy,Lucknow
4/30/2012 22:00,12.0,-3.2,34,11,25.0,101.47,Cloudy,Jaipur
4/30/2012 23:00,11.1,-2.0,40,6,25.0,101.45,Cloudy,Delhi
5/1/2012 0:00,11.4,-1.9,39,11,25.0,101.32,Cloudy,Hyderabad
5/1/2012 1:00,10.8,-1.0,44,19,25.0,101.22,Rain Showers,Ahmedabad
5/1/2012 2:00,9.7,1.7,57,7,25.0,101.24,Rain Showers,Jaipur
5/1/2012 3:00,8.8,3.2,68,15,25.0,101.2,Rain Showers,Mumbai
5/1/2012 4:00,8.4,3.7,72,17,25.0,101.15,Rain,Pune
5/1/2012 5:00,7.8,5.1,83,24,11.3,101.13,Rain,Ahmedabad
5/1/2012 6:00,7.8,5.8,87,24,9.7,101.15,"Rain,Fog",Mumbai
5/1/2012 7:00,7.9,5.9,87,13,9.7,101.15,Rain,Mumbai
5/1/2012 8:00,8.0,5.9,87,17,9.7,101.13,"Rain,Fog",Mumbai
5/1/2012 9:00,8.4,6.8,90,13,9.7,101.09,Fog,Kolkata
5/1/2012 10:00,9.2,7.0,86,6,16.1,101.12,Cloudy,Pune
5/1/2012 11:00,9.5,7.0,84,6,16.1,101.13,Cloudy,Bangalore
5/1/2012 12:00,10.9,7.9,82,7,16.1,101.08,Cloudy,Mumbai
5/1/2012 13:00,10.6,7.5,81,0,16.1,101.12,Cloudy,Pune
5/1/2012 14:00,11.0,7.8,81,0,16.1,101.15,Cloudy,Lucknow
5/1/2012 15:00,10.4,7.9,84,9,9.7,101.16,Drizzle,Lucknow
5/1/2012 16:00,9.9,7.9,87,9,4.8,101.17,"Drizzle,Fog",Delhi
5/1/2012 17:00,10.0,8.4,90,7,4.0,101.21,"Rain,Fog",Mumbai
5/1/2012 18:00,9.7,8.2,90,7,2.4,101.3,"Rain,Fog",Kolkata
5/1/2012 19:00,9.6,8.2,91,9,2.0,101.35,"Drizzle,Fog",Delhi
5/1/2012 20:00,9.3,8.0,92,6,4.0,101.39,"Drizzle,Fog",Kolkata
5/1/2012 21:00,9.2,7.9,92,9,2.4,101.38,"Drizzle,Fog",Jaipur
5/1/2012 22:00,9.1,7.9,92,6,2.0,101.38,"Drizzle,Fog",Chennai
5/1/2012 23:00,9.1,7.9,92,6,2.4,101.41,"Drizzle,Fog",Delhi
5/2/2012 0:00,9.0,7.9,93,6,1.6,101.43,"Drizzle,Fog",Chennai
5/2/2012 1:00,8.6,7.8,95,6,0.6,101.44,Fog,Chennai
5/2/2012 2:00,8.8,7.7,93,4,0.4,101.44,Fog,Chennai
5/2/2012 3:00,8.8,7.7,93,4,0.4,101.49,Fog,Delhi
5/2/2012 4:00,8.6,7.5,93,9,1.2,101.52,Fog,Kolkata
5/2/2012 5:00,8.4,7.3,93,13,1.0,101.57,Fog,Ahmedabad
5/2/2012 6:00,8.6,7.5,93,11,1.6,101.58,Fog,Hyderabad
5/2/2012 7:00,8.4,7.3,93,17,1.0,101.7,"Drizzle,Fog",Hyderabad
5/2/2012 8:00,8.4,7.2,92,15,2.4,101.71,Fog,Chennai
5/2/2012 9:00,8.9,7.4,90,13,6.4,101.68,Fog,Mumbai
5/2/2012 10:00,9.5,7.8,89,13,6.4,101.73,Fog,Lucknow
5/2/2012 11:00,10.3,8.0,86,13,12.9,101.72,Cloudy,Ahmedabad
5/2/2012 12:00,11.2,8.0,81,13,12.9,101.64,Cloudy,Kolkata
5/2/2012 13:00,11.8,8.3,79,17,12.9,101.57,Cloudy,Delhi
5/2/2012 14:00,13.0,8.5,74,11,16.1,101.51,Mostly Cloudy,Hyderabad
5/2/2012 15:00,14.0,9.1,72,19,16.1,101.42,Mostly Cloudy,Pune
5/2/2012 16:00,14.9,9.0,68,19,19.3,101.37,Mostly Cloudy,Jaipur
5/2/2012 17:00,15.4,8.9,65,17,24.1,101.31,Mostly Cloudy,Kolkata
5/2/2012 18:00,15.4,9.0,66,15,24.1,101.28,Cloudy,Chennai
5/2/2012 19:00,15.2,9.0,66,15,24.1,101.29,Mostly Cloudy,Mumbai
5/2/2012 20:00,14.2,9.0,71,11,25.0,101.34,Mostly Cloudy,Mumbai
5/2/2012 21:00,14.2,8.0,66,17,25.0,101.27,Mostly Cloudy,Lucknow
